Column2,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
67, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
68, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
69, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
70, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
71, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
72, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
73, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
74, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
75, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
76, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
77, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
78, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
79, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
80, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
81, NO,YES,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
82, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
83,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO
84, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
85,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
86, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
87, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
88, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
89, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
90,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
91, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
92, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
93, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
94, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
95, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
96, NO, NO, NO,YES,YES, NO, NO,YES, NO, NO, NO,YES
97,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
98,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
99, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
100, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
101, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
1, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
2,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
3,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
4,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
5,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
6, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
7, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
8,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
9, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
10,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
11, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
12,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
13,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
14, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
15,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
16, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
17, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
18, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
19,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
20,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
22,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
23, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
24,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
25,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
26,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO
27, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
28, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
29, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
30,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
31,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
32, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
33,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO
34, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
35, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
36,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
37,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
38,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
39, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
40, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
41,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
42, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
43, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
44, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
45,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
46, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
47, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
48,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO
49,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO
50,YES, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO
51,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
52,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
53,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
54,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
55, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,YES, NO
56,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
57,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
58, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
59, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
60,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO
61,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
62, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
63,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
64, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO
65,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
66, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
1, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
2,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO
3, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
4, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
5,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
6,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
7, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
8,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
9, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
10,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
11, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
12,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
13, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
14, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
15, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
16, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
17,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
18,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
19,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
20, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
21, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO
22, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
23, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO
24,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
25,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
26,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
27,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO
28,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
29, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
30, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
31,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO
32,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO
33, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
34, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO
35,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
36,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
37, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
38,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO
39, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
40,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO
41,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO
42, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO
43, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
44, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
45, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
46,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
47,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
48, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
49,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO
50, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
51,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
52, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
53,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO
54, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
55, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
56,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO
57, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
1, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
2, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
3, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
4, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
5, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
6, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
7, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
8, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
9, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
10, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
11, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
12, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
13, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
14, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
15, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
16, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
17, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
18, NO, NO, NO,YES, NO, NO,YES,YES, NO, NO, NO,YES
19, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
20, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
21, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
22, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
23, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
24, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
25, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
26, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
27, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
28, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
29, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
30, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
31, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
32, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
33, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
34, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
35, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
36, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
37, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
38, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
39, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
40, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
41, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
42, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
43, NO, NO, NO,YES, NO, NO,YES,YES, NO, NO, NO,YES
44, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
45, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
46, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
47, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
48, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
49, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
50, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
51, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
52, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES
53, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
54, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES
55, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
56, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO
57, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
58, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
59, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
60, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
61, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
62, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
63, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
64, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
65, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
66, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES
67, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
68, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO
69, NO,YES,YES, NO,YES, NO,YES, NO, NO, NO, NO, NO
70, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
71, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
72, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
73, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,YES
74, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
75, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
76, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
77, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
78, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
79, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES
80, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
81, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
82, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
83, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
84, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
85,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
86, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
87, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
88, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
89, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
90, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
91, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO, NO,YES
92,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO
93, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
94,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
95,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
96, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
97, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
98, NO, NO, NO,YES, NO, NO,YES,YES, NO, NO, NO,YES
99,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
100, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
101, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
102, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
103, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
104, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
105, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO
106, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
107, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
108, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
109, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
110, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
111, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
112, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
113, NO, NO,YES, NO,YES, NO, NO, NO, NO, NO, NO,YES
114, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
115, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
116, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
1, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
2, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
3, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
4, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
5, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
6, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
7, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
8, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES
9, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
10, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
11, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
12, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
13, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
14, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
15, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
16, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
17, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
18, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES
19, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO
20, NO,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO
21, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
22, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
23, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
24, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
25, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
26, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
27, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
28, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
29, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES
30, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
31, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
32, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
33, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
34, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES
35, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES
36, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
37, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES
38, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES
39, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO
40, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
41, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
42, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
43, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO
44, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
45, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES
46, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO
47, NO,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO
48, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
49, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
50, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
51, NO, NO, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES
52, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
53, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
54, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
55, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
56, NO, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES
57, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO
58, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO
59, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,YES
60, NO, NO, NO,YES,YES, NO, NO, NO, NO, NO, NO,YES
61, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
62, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO
63, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES
64, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
65, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
66, NO, NO, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES
67, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO
68, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO
69, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES
70, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
71, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES
72, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
73, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO
74, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES
75, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES
76, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO,YES
77, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
78, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
79, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
80, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
81, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
82, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO
83, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
84, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO
85, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
86, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO
87, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES
88, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
89, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
90, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO
91, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO
92, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES
93, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO
